Type Ligne,Structure,Identifiant de l'élément,Statut de l'élément,Unité français,Nom base français,Nom attribut français,Nom frontière français,Electricité > Mix réseau électrique > Autres pays du monde,Tags français,Localisation géographique,Sous-localisation géographique français,Date de création,Date de modification,Période de validité,Incertitude,Réglementations,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Type poste,Nom poste français,Total poste non décomposé,CO2f,CH4f,CH4b,N2O
Poste,élément décomposé par poste,26767,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, chauffage",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0044",,,,
Elément,élément décomposé par poste,26767,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, chauffage",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,147",,,,
Poste,élément décomposé par poste,26768,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, climatisation tertiaire",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0105",,,,
Poste,élément décomposé par poste,26768,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, climatisation tertiaire",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0238",,,,
Poste,élément décomposé par poste,26768,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, climatisation tertiaire",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0044",,,,
Elément,élément décomposé par poste,26768,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, climatisation tertiaire",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0387",,,,
Poste,élément décomposé par poste,26769,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, cuisson",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0118",,,,
Poste,élément décomposé par poste,26769,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, cuisson",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0336",,,,
Poste,élément décomposé par poste,26769,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, cuisson",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0044",,,,
Elément,élément décomposé par poste,26769,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, cuisson",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0498",,,,
Poste,élément décomposé par poste,26770,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eau chaude sanitaire",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0123",,,,
Poste,élément décomposé par poste,26770,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eau chaude sanitaire",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0371",,,,
Poste,élément décomposé par poste,26770,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eau chaude sanitaire",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0044",,,,
Elément,élément décomposé par poste,26770,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eau chaude sanitaire",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0538",,,,
Poste,élément décomposé par poste,26771,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Eclairage public,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eclairage public",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0135",,,,
Poste,élément décomposé par poste,26771,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Eclairage public,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eclairage public",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0465",,,,
Poste,élément décomposé par poste,26771,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Eclairage public,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eclairage public",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0044",,,,
Elément,élément décomposé par poste,26771,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Eclairage public,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eclairage public",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0644",,,,
Poste,élément décomposé par poste,26772,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eclairage résidentiel",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0157",,,,
Poste,élément décomposé par poste,26772,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eclairage résidentiel",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0622",,,,
Poste,élément décomposé par poste,26772,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eclairage résidentiel",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0044",,,,
Elément,élément décomposé par poste,26772,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eclairage résidentiel",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0823",,,,
