Type Ligne,Identifiant de l'élément,Structure,Statut de l'élément,Nom base français,Nom attribut français,Nom frontière français,Code de la catégorie,Tags français,Unité français,Contributeur,Programme,Url du programme,Source,Localisation géographique,Sous-localisation géographique français,Date de création,Date de modification,Période de validité,Incertitude,Réglementations,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Type poste,Nom poste français,Total poste non décomposé,CO2f,CH4f,CH4b,N2O,Code gaz supplémentaire 1,Valeur gaz supplémentaire 1,Code gaz supplémentaire 2,Valeur gaz supplémentaire 2,Code gaz supplémentaire 3,Valeur gaz supplémentaire 3,Code gaz supplémentaire 4,Valeur gaz supplémentaire 4,Code gaz supplémentaire 5,Valeur gaz supplémentaire 5,Autres GES,CO2b
Elément,20757,élément non décomposé,Valide générique,"Equitation, veste",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, equitation, Veste",kgCO2e/appareil,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,25%,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
Elément,20758,élément non décomposé,Valide générique,"Equitation, bombe",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, equitation, bombe",kgCO2e/appareil,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,35%,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,
Elément,20759,élément non décomposé,Valide générique,"Equitation, selle",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, equitation, selle",kgCO2e/appareil,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,60%,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,
Elément,20760,élément non décomposé,Valide générique,"Equitation, harnais",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, equitation, harnais",kgCO2e/appareil,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,60%,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,
Elément,20761,élément non décomposé,Valide générique,"Gymnastique, agrès barres parallèles",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, gymnastique, agrès barres parallèles",kgCO2e/appareil,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,30%,,,,,,,,,,,,,480,,,,,,,,,,,,,,,,
Elément,20762,élément non décomposé,Valide générique,"Gymnastique, agrès barre fixe",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, gymnastique, agrès barres fixes",kgCO2e/appareil,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,30%,,,,,,,,,,,,,920,,,,,,,,,,,,,,,,
Elément,20763,élément non décomposé,Valide générique,"Gymnastique, paire de chaussons",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, gymnastique, chaussons",kgCO2e/appareil,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,30%,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
Elément,20764,élément non décomposé,Valide générique,"Gymnastique, tatami",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, gymnastique, tatami",kgCO2e/m²,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,30%,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,
Elément,20765,élément non décomposé,Valide générique,"Handball, ballon",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, Ballon, handball",kgCO2e/appareil,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,30%,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,
Elément,20766,élément non décomposé,Valide générique,"Handball, short 100% PE",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, short, handball",kgCO2e/appareil,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,30%,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,
Elément,20767,élément non décomposé,Valide générique,"Judo, kimono",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, judo, kimono",kgCO2e/appareil,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,30%,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,
Elément,20768,élément non décomposé,Valide générique,"Judo, pantalon de kimono",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, judo, kimono",kgCO2e/appareil,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,30%,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
Elément,20769,élément non décomposé,Valide générique,"Judo, tatami",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, tatami, judo",kgCO2e/appareil,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,30%,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,
Elément,20770,élément non décomposé,Valide générique,"Natation, maillot",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, maillot, natation",kgCO2e/appareil,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,50%,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,
Elément,20771,élément non décomposé,Valide générique,"Natation, lunettes de natation",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, natation, lunettes",kgCO2e/appareil,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,50%,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,
Elément,20772,élément non décomposé,Valide générique,"Natation, pince nez",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, natation, pince nez",kgCO2e/appareil,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,50%,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,
Elément,20773,élément non décomposé,Valide générique,"Plongée, masque",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, plongée, masque",kgCO2e/appareil,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,50%,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,
Elément,20774,élément non décomposé,Valide générique,"Plongée, tuba",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, plongée, tuba",kgCO2e/appareil,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,25%,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
Elément,20786,élément non décomposé,Valide générique,"Escrime, un mètre de fil conducteur diam 1,1mm",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, escrime",kgCO2e/appareil,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,15%,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,
Elément,20787,élément non décomposé,Valide générique,"Escrime, masque",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, masque, escrime",kgCO2e/appareil,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,30%,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,
Elément,20788,élément non décomposé,Valide générique,"Tout sport, paire chaussettes",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, chaussettes",kgCO2e/appareil,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,50%,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,
Elément,20791,élément non décomposé,Valide générique,"Golf, club",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, golf, club",kgCO2e/appareil,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,40%,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,
Elément,20792,élément non décomposé,Valide générique,"Golf, balle",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, balle, golf",kgCO2e/mL,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,50%,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,
Elément,20793,élément non décomposé,Valide générique,"Gymnastique, agrès barres assymétriques",,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, gymnastique, agrès barres assymétriques",kgCO2e/appareil,ADEME,,,,Monde,Monde,Novembre 2014,Août 2016,déc.-19,30%,,,,,,,,,,,,,550,,,,,,,,,,,,,,,,
Elément,20799,élément non décomposé,Valide générique,"Grave, bitume 3",,,Achats de biens > Produits minéraux non métalliques > Enrobés pour la route,"matériaux de construction, route, enrobés routiers, grave",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,20%,,,,,,,,,,,,,46.5,,,,,,,,,,,,,,,,
Elément,20800,élément non décomposé,Valide générique,"Grave, émulsion",,,Achats de biens > Produits minéraux non métalliques > Enrobés pour la route,"matériaux de construction, route, enrobés routiers, grave",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,20%,,,,,,,,,,,,,30.2,,,,,,,,,,,,,,,,
Elément,20801,élément non décomposé,Valide générique,"Grave, ciment préfissurée",,,Achats de biens > Produits minéraux non métalliques > Enrobés pour la route,"matériaux de construction, route, enrobés routiers, grave",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,20%,,,,,,,,,,,,,51.6,,,,,,,,,,,,,,,,
Elément,20802,élément non décomposé,Valide générique,"Grave, liant hydraulique",,,Achats de biens > Produits minéraux non métalliques > Enrobés pour la route,"matériaux de construction, route, enrobés routiers, grave",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,20%,,,,,,,,,,,,,20.6,,,,,,,,,,,,,,,,
Elément,20803,élément non décomposé,Valide générique,"Grave, liant routier préfissurée",,,Achats de biens > Produits minéraux non métalliques > Enrobés pour la route,"matériaux de construction, route, enrobés routiers, grave",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,20%,,,,,,,,,,,,,21.6,,,,,,,,,,,,,,,,
Elément,20804,élément non décomposé,Valide générique,"Grave, non traitée",,,Achats de biens > Produits minéraux non métalliques > Enrobés pour la route,"matériaux de construction, route, enrobés routiers, grave",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,20%,,,,,,,,,,,,,14.5,,,,,,,,,,,,,,,,
Elément,20805,élément non décomposé,Valide générique,Pierres de carrière,,,"Achats de biens > Minerais, granulats > Granulats et pierres de carrières",pierre de carrière,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,80%,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,
Elément,20815,élément non décomposé,Valide générique,Foin,,,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales,"céréale, foin",kgCO2e/tonne brute,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-17,50%,,,,,,,,,,,,,154,,,,,,,,,,,,,,,,
Poste,20818,élément décomposé par gaz,Valide générique,Salade,de saison,,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","légume, Salade",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-17,50%,,,,,,,,,,,Total Non Décomposé,,326,326,0,0,0,,,,,,,,,,,0,0
Poste,20819,élément décomposé par gaz,Valide générique,Salade,sous serre,,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","légume, Salade",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-17,50%,,,,,,,,,,,Total Non Décomposé,,11050,11050,0,0,0,,,,,,,,,,,0,0
Poste,20823,élément décomposé par gaz,Valide générique,Concombres,de saison,,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","légume, concombre",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-17,50%,,,,,,,,,,,Total Non Décomposé,,66.9,66.9,0,0,0,,,,,,,,,,,0,0
Poste,20824,élément décomposé par gaz,Valide générique,Concombres,sous serre,,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","légume, concombre",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-17,50%,,,,,,,,,,,Total Non Décomposé,,2219,2219,0,0,0,,,,,,,,,,,0,0
Elément,20825,élément non décomposé,Valide générique,Ananas,,,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits,"fruit, ananas",kgCO2e/tonne,ADEME,,,,Outre-mer,Polynésie Française,Novembre 2014,Novembre 2014,déc-17,30%,,,,,,,,,,,,,91.2,,,,,,,,,,,,,,,,
Elément,20826,élément non décomposé,Valide générique,Pamplemousse,,,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits,"pamplemousse, FRUITS",kgCO2e/tonne,ADEME,,,,Outre-mer,Polynésie Française,Novembre 2014,Novembre 2014,déc-17,30%,,,,,,,,,,,,,2.99,,,,,,,,,,,,,,,,
Elément,20828,élément non décomposé,Valide générique,Vanille,,,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Plantes à boisson et aromatiques,"épice, Vanille",kgCO2e/tonne,ADEME,,,,Outre-mer,Mayotte,Novembre 2014,Novembre 2014,déc-17,50%,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Elément,20830,élément non décomposé,Valide générique,Plastique,PEHD,neuf,Achats de biens > Plastiques et produits chimiques > Plastiques et caoutchouc > Polymères de l'éthylène,"plastique, PEHD, polyéthylène",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,20%,,,,,,,,,,,,,1920,,,,,,,,,,,,,,,,
Elément,20831,élément non décomposé,Valide générique,Plastique,PEBD,neuf,Achats de biens > Plastiques et produits chimiques > Plastiques et caoutchouc > Polymères de l'éthylène,"plastique, polyéthylène, PEBD",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,20%,,,,,,,,,,,,,2090,,,,,,,,,,,,,,,,
Elément,20832,élément non décomposé,Valide générique,Plastique,PET,neuf,Achats de biens > Plastiques et produits chimiques > Plastiques et caoutchouc > Polymères de l'éthylène,"plastique, PET, polytéréphtalate d'éthylène",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,20%,,,,,,,,,,,,,3270,,,,,,,,,,,,,,,,
Elément,20833,élément non décomposé,Valide générique,Plastique,PS,neuf,Achats de biens > Plastiques et produits chimiques > Plastiques et caoutchouc > Polymères du styrène,"plastique, PS, polystyrène",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,20%,,,,,,,,,,,,,2830,,,,,,,,,,,,,,,,
Elément,20834,élément non décomposé,Valide générique,Plastique,PVC,neuf,Achats de biens > Plastiques et produits chimiques > Plastiques et caoutchouc > Polymères du chlorure de vinyle,"plastique, PVC, polychlorure de vinyle",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,20%,,,,,,,,,,,,,1870,,,,,,,,,,,,,,,,
Elément,20835,élément non décomposé,Valide générique,Films plastiques PET (pas recyclable),neuf,,Achats de biens > Plastiques et produits chimiques > Plastiques et caoutchouc > Polymères de l'éthylène,"plastique, PET, polytéréphtalate d'éthylène",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,20%,,,,,,,,,,,,,5500,,,,,,,,,,,,,,,,
Elément,20836,élément non décomposé,Valide générique,Plastique,moyenne,neuf,Achats de biens > Plastiques et produits chimiques > Plastiques et caoutchouc > Plastique moyen,plastique,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,20%,,,,,,,,,,,,,2383,,,,,,,,,,,,,,,,
Elément,20837,élément non décomposé,Valide générique,Plastique,PEHD,recyclé,Achats de biens > Plastiques et produits chimiques > Plastiques et caoutchouc > Polymères de l'éthylène,"plastique, PEHD, polyéthylène",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,20%,,,,,,,,,,,,,202,,,,,,,,,,,,,,,,
Elément,20838,élément non décomposé,Valide générique,Plastique,PEBD,recyclé,Achats de biens > Plastiques et produits chimiques > Plastiques et caoutchouc > Polymères de l'éthylène,"plastique, polyéthylène, PEBD",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,20%,,,,,,,,,,,,,202,,,,,,,,,,,,,,,,
Elément,20839,élément non décomposé,Valide générique,Plastique,PET,recyclé,Achats de biens > Plastiques et produits chimiques > Plastiques et caoutchouc > Polymères de l'éthylène,"plastique, PET, polytéréphtalate d'éthylène",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,20%,,,,,,,,,,,,,202,,,,,,,,,,,,,,,,
Elément,20840,élément non décomposé,Valide générique,Plastique,PS,recyclé,Achats de biens > Plastiques et produits chimiques > Plastiques et caoutchouc > Polymères du styrène,"plastique, PS, polystyrène",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,20%,,,,,,,,,,,,,2830,,,,,,,,,,,,,,,,
Elément,20841,élément non décomposé,Valide générique,Plastique,PVC,recyclé,Achats de biens > Plastiques et produits chimiques > Plastiques et caoutchouc > Polymères du chlorure de vinyle,"plastique, PVC, polychlorure de vinyle",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,20%,,,,,,,,,,,,,403,,,,,,,,,,,,,,,,
Elément,20842,élément non décomposé,Valide générique,Films plastiques PET (pas recyclable),recyclé,,Achats de biens > Plastiques et produits chimiques > Plastiques et caoutchouc > Polymères de l'éthylène,"plastique, PET, polytéréphtalate d'éthylène",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Mars 2015,déc-18,20%,,,,,,,,,,,,,5500,,,,,,,,,,,,,,,,
Elément,20843,élément non décomposé,Valide générique,Plastique,moyenne,recyclé,Achats de biens > Plastiques et produits chimiques > Plastiques et caoutchouc > Plastique moyen,plastique,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,20%,,,,,,,,,,,,,202,,,,,,,,,,,,,,,,
Elément,20844,élément non décomposé,Valide générique,Nylon,,,Achats de biens > Plastiques et produits chimiques > Plastiques et caoutchouc > Polyamides,"plastique, Nylon",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,25%,,,,,,,,,,,,,7630,,,,,,,,,,,,,,,,
Elément,20846,élément non décomposé,Valide générique,Hexane,,,Achats de biens > Plastiques et produits chimiques > Produits chimiques > Produits chimiques de base,hexane,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,50%,,,,,,,,,,,,,313,,,,,,,,,,,,,,,,
Elément,20847,élément non décomposé,Valide générique,Soude 50%,,,Achats de biens > Plastiques et produits chimiques > Produits chimiques > Produits chimiques de base,soude,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,50%,,,,,,,,,,,,,587,,,,,,,,,,,,,,,,
Elément,20848,élément non décomposé,Valide générique,Acide phosphorique,,,Achats de biens > Plastiques et produits chimiques > Produits chimiques > Produits chimiques de base,acide phosphorique,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,50%,,,,,,,,,,,,,1424,,,,,,,,,,,,,,,,
Elément,20849,élément non décomposé,Valide générique,Méthanol,,,Achats de biens > Plastiques et produits chimiques > Produits chimiques > Produits chimiques de base,méthanol,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,50%,,,,,,,,,,,,,521,,,,,,,,,,,,,,,,
Elément,20850,élément non décomposé,Valide générique,Acide sulfurique,,,Achats de biens > Plastiques et produits chimiques > Produits chimiques > Produits chimiques de base,acide sulfurique,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,50%,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,
Elément,20851,élément non décomposé,Valide générique,Acide chlorhydrique,,,Achats de biens > Plastiques et produits chimiques > Produits chimiques > Produits chimiques de base,acide chlorhydrique,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-18,50%,,,,,,,,,,,,,1199,,,,,,,,,,,,,,,,
Elément,20852,élément non décomposé,Valide générique,Alcool,,,Achats de biens > Plastiques et produits chimiques > Produits chimiques > Produits chimiques de base,alcool,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,déc-19,25%,,,,,,,,,,,,,1467,,,,,,,,,,,,,,,,
Elément,20853,élément non décomposé,Valide générique,Fumier en tas,,,"Achats de biens > Plastiques et produits chimiques > Produits chimiques > Engrais, phytosanitaires... > Engrais et composés azotés","engrais, fertilisant, fumier",kgCO2e/tonne,ADEME,,,,Europe,Europe,Novembre 2014,Novembre 2014,déc-18,30%,,,,,,,,,,,,,3316,,,,,,,,,,,,,,,,
Poste,20854,élément décomposé par gaz,Valide générique,Ammoniaque anhydre,,,"Achats de biens > Plastiques et produits chimiques > Produits chimiques > Engrais, phytosanitaires... > Engrais et composés azotés","engrais, fertilisant, ammoniaque anhydre",kgCO2e/tonne de N,ADEME,,,,Europe,Europe,Novembre 2014,Novembre 2014,déc-18,30%,,,,,,,,,,,Total Non Décomposé,,2982,2769,210,0,2.65,,,,,,,,,,,0,0
